index,Movies,P_Genre,S_Genre,T_Genre,Cluster_ID
3936,black scorpion ii: aftershock,2,2,8,62
3937,intacto,2,0,9,7
3938,in the name of the king: the last mission,2,0,8,21
3939,attack force z,2,15,7,379
3940,tang ren jie tan an 2,2,1,5,77
3941,johan falk: gsi - gruppen för särskilda insatser,2,2,6,5
3942,detroit 9000,2,2,9,3
3943,collision course,2,1,4,6
3944,dear comrade,2,15,0,14
3945,d-day,2,15,7,379
3946,the girl from the naked eye,2,2,5,37
3947,brass target,2,15,5,22
3948,soeurs d'armes,2,15,2,291
3949,jagame thandhiram,2,2,9,3
3950,pawn,2,2,5,37
3951,space battleship yamato,2,0,9,7
3952,gekijôban shingeki no kyojin season 2: kakusei no hôkô,4,3,8,50
3953,compadres,2,1,4,6
3954,satria dewa: gatotkaca,2,0,9,7
3955,teefa in trouble,2,1,4,6
3956,xibalba,2,16,16,391
3957,renaissance,4,3,16,20
3958,revelation,2,15,10,235
3959,class of 83,2,2,9,3
3960,bitter harvest,2,1,6,49
3961,...più forte ragazzi!,2,0,15,4
3962,yakusoku no neverland,2,0,9,7
3963,the worthy,2,4,6,140
3964,the pocketwatch,2,0,18,2
3965,colombiana 2,2,15,6,16
3966,darby's rangers,2,15,2,291
3967,à bout portant,2,2,9,3
3968,gojira tai megaro,2,0,18,2
3969,the legend,2,15,0,14
3970,dragon ball z: super senshi gekiha!! katsu no wa ore da,4,3,16,20
3971,a dandy in aspic,2,15,6,16
3972,mudhalvan,2,15,6,16
3973,magellan,2,0,5,52
3975,misirlou,2,13,10,88
3976,the demolitionist,2,16,16,391
3977,golgo 13,4,3,4,57
3978,until death,2,2,9,3
3979,hyeomnyeo: kar-ui gi-eok,2,15,7,379
3981,selfie 69,2,1,0,8
3982,for the sake of vicious,2,16,5,485
3983,gekijouban naruto: buraddo purizun,4,3,8,50
3984,el chicano,2,2,9,3
3985,the perils of pauline,2,0,9,7
3986,too hot to handle,2,15,6,16
3987,commando 3,2,0,6,313
3988,we still steal the old way,2,1,4,6
3989,la terre et le sang,2,2,9,3
3990,the walking dead,2,15,2,291
3991,gojira tai megagirasu: jî shômetsu sakusen,2,16,16,391
3993,golmaal 3,2,1,9,26
3994,sweeney!,2,2,9,3
3995,ten violent women,2,2,9,3
3996,kaante,2,2,9,3
3997,lupin the iiird: chikemuri no ishikawa goemon,4,3,3,286
3998,adieu l'ami,2,2,9,3
3999,all through the night,2,1,4,6
4001,tang ren jie tan an,2,1,5,77
4002,gekijô-ban naruto: daigekitotsu! maboroshi no chitei iseki dattebayo!,4,3,3,286
4003,chekka chivantha vaanam,2,2,9,3
4004,p.j.,2,15,5,22
4005,repeaters,2,2,9,3
4006,the monster project,2,13,10,88
4007,you can't win 'em all,2,0,15,4
4008,the shipment,2,2,9,3
4009,sharkenstein,2,0,15,4
4010,naanum rowdydhaan,2,1,0,8
4011,in old chicago,2,15,1,90
4012,joey,2,0,9,7
4013,the time guardian,2,5,16,13
4014,below the belt,1,3,4,86
4015,minutes to midnight,2,16,5,485
4016,sinners and saints,2,2,6,5
4017,dragon ball z: ginga giri-giri!! butchigiri no sugoi yatsu,4,3,8,50
4019,torpedo,2,0,7,58
4020,dinosaur valley girls,2,0,15,4
4021,lumberjack man,2,1,10,23
4022,99 river street,2,2,9,3
4023,mandrake the magician,2,0,8,21
4024,shank,2,1,4,6
4025,arabian nights,2,0,15,4
4026,firepower,2,0,4,156
4027,meitantei conan: konjo no fisuto,4,3,3,286
4028,poseidon rex,2,0,15,4
4029,toro,2,0,4,156
4030,zhong guo ji zhang,2,0,9,7
4031,hong hai xing dong,2,15,6,16
4032,the last dinosaur,2,0,16,1
4033,kill buljo: the movie,2,0,15,4
4034,fantasy football,2,1,17,82
4035,final justice,2,2,9,3
4036,uss seaviper,2,15,2,291
4037,swap,2,4,6,140
4038,poketto monsutâ: serebî - toki wo koeta deai,4,3,3,286
4039,sabaash naidu,2,1,9,26
4040,detective byomkesh bakshy!,2,2,9,3
4041,force: five,2,0,9,7
4042,gang of roses,2,15,19,53
4043,pray for death,2,2,9,3
4044,kkun,2,2,6,5
4045,the female bunch,2,2,9,3
4046,"vamos a matar, compañeros",2,1,19,79
4047,enemy within,2,15,7,379
4048,the death collector,2,2,9,3
4049,return of the living dead: necropolis,2,1,10,23
4050,starchaser: the legend of orin,4,3,3,286
4051,certain fury,2,2,9,3
4052,ticker,2,2,6,5
4053,between two worlds,3,15,8,102
4054,el niño,2,2,9,3
4056,raavanan,2,0,9,7
4057,night of the running man,2,2,6,5
4058,vivre pour survivre,2,15,6,16
4059,io sto con gli ippopotami,2,0,15,4
4060,hoi-sa-won,2,2,9,3
4061,dream machine,2,1,4,6
4062,american badger,2,15,6,16
4063,absolution,2,0,4,156
4064,nostradamus,2,0,16,1
4065,a gnome named gnorm,0,10,8,81
4066,wong fei hung ii: nam yee tung chi keung,2,0,14,124
4067,the panther squad,2,0,4,156
4068,thunderbirds are go,4,3,3,286
4069,ghabrana nahi hai,2,1,9,26
4070,thani oruvan,2,2,6,5
4071,in the shadow of kilimanjaro,2,0,9,7
4072,the devil's tomb,2,16,16,391
4073,karz,2,8,0,109
4074,across the pacific,2,0,9,7
4075,ghulam,2,2,9,3
4076,la via della droga,2,2,6,5
4077,bullets for winter,2,0,4,156
4078,"gojira, ebirâ, mosura: nankai no daiketto",2,0,8,21
4079,run,2,15,6,16
4080,i had a bloody good time at house harker,2,1,10,23
4081,back in action,2,2,9,3
4082,underclassman,2,1,4,6
4083,il grande racket,2,2,9,3
4084,flashback,2,0,15,4
4085,kings go forth,2,15,0,14
4086,stairs,2,16,16,391
4087,adventures of captain marvel,2,0,18,2
4088,ozark sharks,2,0,15,4
4089,un verano para matar,2,2,9,3
4090,a fandemic: 50 fans celebrate 50 years of cinema,2,1,10,23
4091,shal,2,0,9,7
4092,jim knopf &amp; lukas der lokomotivführer,2,0,18,2
4093,land shark,2,0,15,4
4094,naam shabana,2,15,6,16
4095,a flying jatt,2,0,15,4
4096,scaramouche,2,0,15,4
4097,kingdom ii: harukanaru daichi e,2,0,7,58
4098,blood brother,2,2,9,3
4099,deewane huye paagal,2,1,9,26
4100,night of the juggler,2,2,9,3
4101,sugata sanshirô,2,0,9,7
4102,mojave diamonds,2,2,6,5
4103,river queen,2,0,9,7
4104,bad day for the cut,2,2,9,3
4105,the great texas dynamite chase,2,1,4,6
4106,the handler,2,15,6,16
4107,gunda,2,1,4,6
4108,megiddo: the omega code 2,2,0,8,21
4109,the arena,0,15,11,64
4111,when strangers appear,2,7,6,25
4112,the split,2,2,9,3
4113,juan de los muertos,2,1,10,23
4114,dragon ball: shenron no densetsu,4,3,3,286
4115,scooby-doo &amp; batman: the brave and the bold,4,3,15,66
4116,world ends at camp z,2,16,6,443
4117,titli,2,2,9,3
4118,kirot,2,15,6,16
4119,submarine x-1,2,15,2,291
4120,salaga,2,2,6,5
4121,v,2,2,6,5
4122,un homme est mort,2,2,9,3
4123,mad dog morgan,2,2,9,3
4124,caboblanco,2,0,4,156
4125,boo-dang-geo-rae,2,2,9,3
4126,tokyo fist,2,15,6,16
4127,drive hard,2,1,4,6
4128,short time,2,1,4,6
4129,appleseed alpha,4,3,3,286
4130,a warrior's heart,2,15,18,305
4131,zhan lang,2,2,6,5
4132,chupa,2,0,9,7
4133,midnight ride,2,16,6,443
4134,up from the depths,2,0,15,4
4135,mega shark vs. mecha shark,2,0,15,4
4136,crocodile 2: death swamp,2,0,10,459
4137,free guy sequel,2,0,15,4
4138,wake of the red witch,2,0,0,282
4139,blue city,2,2,9,3
4140,3-4 x jûgatsu,2,1,4,6
4141,ta-weo,2,15,6,16
4142,go goa gone,2,0,15,4
4143,devil's knight,2,13,10,88
4145,panzehir,2,2,9,3
4146,khaali peeli,2,1,0,8
4147,tough enough,2,15,0,14
4148,the sisterhood,2,0,16,1
4149,robin hood: the rebellion,2,0,7,58
4151,mardaani 2,2,2,9,3
4152,dhruva,2,2,6,5
4153,shamelessly she-hulk,2,1,9,26
4154,evel knievel,2,12,9,17
4155,babes with blades,2,0,9,7
4156,free ride,2,15,6,16
4157,down twisted,2,0,4,156
4158,romolo e remo,2,0,9,7
4159,i am soldier,2,9,2,491
4160,deadshot,2,0,15,4
4161,underverden,2,2,9,3
4162,la linea,2,2,9,3
4163,fight,2,15,18,305
4164,bellflower,2,15,0,14
4165,odysseus &amp; the isle of mists,2,0,8,21
4166,ruckus,2,15,6,16
4167,our robocop remake,4,3,15,66
4168,a good night to die,2,1,6,49
4169,golmaal again,2,1,8,42
4170,roma a mano armata,2,2,9,3
4171,hagane no renkinjutsushi: mirosu no seinaru hoshi,4,3,3,286
4172,strike commando,2,0,2,457
4173,albion: the enchanted stallion,2,0,15,4
4174,toofaan,2,15,17,395
4175,race,2,2,9,3
4176,mr-9,2,15,6,16
4177,jack brooks: monster slayer,2,1,10,23
4178,messenger of death,2,2,5,37
4179,dirty lies,2,2,9,3
4180,silencer,2,15,6,16
4181,parallel,2,4,6,140
4182,trick baby,2,2,9,3
